960863589476126723	sperm	Sperm Whaleなのにマ○コウクジラとはこれ如何に
961200423687237632	基地外	相方への定期 また基地外やってるんか？笑 それもええけどちゃんと寝ろよ。相談ものったるからいつでも話聞くでー我慢はあかんで。周りの人を頼れ、そしたらなにかしら答えは出る。すぐ解決しようと思うな。ちょっとずつでええからな？いろんな答えが出るはずや。永遠の相方より
961199878087966721	基地外	@izmomal 穀潰し基地外こざっちゃんは今日はどうしてたです？？？？？
961198359431200768	基地外	@tapyeokkar 基地外しかいないの怖い
961197900922437635	基地外	@fukubiki37 なるほど ＞余ってたら追加で買う、でいいだろうに 普通はそう思うじゃろ？だけどこの基地外は違うらしいっす
961197848514580481	基地外	奴はとんでもない物をよーちえんの┗(^o^ )┓三ｗｗｗｗ基地外号は三┏( ^o^)┛ｗｗｗｗ楽しい付録が(՞ټ՞☝☝三☝☝՞ټ՞)ｗｗｗいっぱいいっぱい✌✌✌(‘ω’)✌✌✌ｗｗｗｗｗｗｗｗｗｗ┏┗┏┗┏┗┏('o')┓┛┓┛┓┛┓ﾌｩｰｩｯｗｗｗｗｗｗｗｗ☝( ◠‿◠ )☝
961197528325677057	基地外	本当は理解できていたから認めたくなさ故に大声で喚き散らしていたのに そいつの頭の中で妄想が真実化していくタイプ こういう手が付けられない基地外サブキャラ厨がいると厄介
961196830821269505	基地外	なんだこのゆとり基地外wwwwwこっちみんなwwwww
961196552176918528	基地外	@chat_noir_jaune @tomo_14zenki 基地外なんでよろしくっす🤗
961195505932906499	基地外	エル「ゴミ箱にゴミを捨てる時に、誰もいなかったので『ばっちいの、ぽいっ！』と言いながら捨てたら、後ろにカーネルが立ってた。あれは間違いなく基地外を見る目だった」
961195415017160712	基地外	(΄◞ิ౪◟ิ‵ )<このTLに一人、基地外がおる。お前やろ ( ՞ਊ ՞）ﾁｶﾞｳｳｳｳｨｩｳｳｳｩ ( ՞ਊ ՞）ｵﾚｼﾞｬｱｱｱﾅｲｲｲｲ ( ՞ਊ ՞）ﾎｵｵｵｺｵｵｵｵｰｵｨｫ ( ՞ਊ ՞）ｲｷﾞｴｱｱｧｧｧｱｱｱｱ ＿人人人＿ ＞ 多い ＜
961194904859820032	基地外	バーチャロン体験版ダウンロード中。面白かったら買いたいけど、とある魔術の禁書目録が余計なのと聖剣伝説2と発売日が同じなのが悩ましい。昔アニメ見てたけど基地外っぽいキャラが「きーはーらーくぅーん！」て叫んでた事しか覚えてない。
961194720167735301	基地外	ほかは全て基地外故のまやかし(*´ω｀*)💕
961194069723459586	基地外	@YES777777777 なんでこんな基地外活動家に在留許可が与えられるのか？仕事しろ！外務省、法務省。
961193786440171520	基地外	#相模原事件 の植松は #陰謀論者 だった。陰謀論者とはああいう基地外。#明治天皇すり替え がどうだの #田布施 がどうだの #人工地震 がどうだの言ってる基地外は片っ端から #措置入院 を
961193515253342208	基地外	基地外カメラ目線やめてください #primenews
961193250638802944	基地外	ウザすぎて無理 基地外のふりして殴りかかりてえ
961190678792302592	基地外	@42chy 久しぶりに小説読み返してたらマヨボトルとかいう基地外なもん作ってたんだね吸ってね
961190057922084869	基地外	@ayame0123 夏イベ来ないと体操着来ないみたいだしね～ 最後のブラックはジャック＋セミ様安定だねｗ しかもセミ様特攻あるからダメージ４倍とかいう基地外になれるｗ
961189955618787329	基地外	@MX_vannn 私こそデブだしブスだし基地外だけど会っても驚かないでね😣🤣wwwww 東京が楽しみになったー❤️❤️❤️❤️
961189215986884608	基地外	籠池夫妻を支持支援してた人たちが、どこぞの基地外の鶴の一声で、籠池夫妻を徹底的につるし上げる。 今、籠池夫妻に助け舟出してる連中は、左側の人々とか無関心だった人々とかね、もうねｗ 美しい国だねえｗ日本ｗ 滑稽すぎて。
961188964584452098	基地外	@Ka_z_ya1989 世の中自分以外基地外しかいないって思わないと世の中やってけないよ…京都ですらそうなんだからましてやそっちだとねw
961188463860056064	基地外	( ･>･)ぶっちゃけ俺が一番常識人だと思う (･ム･ )普通すぎてあんたが基地外みたいに見える
961186230019870720	基地外	ﾑｫﾚﾀﾛﾇﾛﾊﾟﾛﾇｯﾇっていうとﾑｫﾚﾀﾛﾇﾛﾊﾟﾛﾇｯﾇっていう。 ﾑｫﾑｫﾑｫﾑｫﾑｫﾑｫﾑｫっていうとﾑｫﾑｫﾑｫﾑｫﾑｫﾑｫﾑｫっていう。 こだまでしょうか。いいえ、ただの基地外です。
961186222562410496	基地外	@mOstoflUt 急に歌いだして録音してるとか基地外やん
961186097286987776	基地外	中華ベンツが基地外だったので中華R8はロケーションによってクソ無双仕様の予想 加速化けとか
961185401498038272	基地外	@0351_ocha 基地外ですねぇ お茶君がヒッチハイクして迎えに行ってあげましょう
961185309521145856	基地外	かまーたんへの定期 おにぃの基地外はどこから？ここから！うわああああああああああああああああああああああああああああ▂▅▇█▓▒░(’ω’)░▒▓█▇▅▂
961185013654892544	基地外	兄が2日くらい帰ってきてなくて いま父の携帯に電話かかってきて、ヒッチハイクで大阪まで行ったけど金ないから帰ってこれないって基地外やろ笑笑
961184825687252993	基地外	ガンスト定期 金借りては逃げてを繰り返す @roxuvgs13 メイン風澄SS 店舗三重県松阪チャオ 多くの方に万単位で借り逃げ、直ぐには返って来ず金借りても遠征に行く基地外 直ぐ人に絡んでくるので注意特に三重 #gunsfan
961184580928589824	基地外	@93trick93 誰の歌かわからんけど浜崎とかあのへんっぽいなｗ まぁ毒は本気半分ネタ半分、Twitter上でのキャラみたいなもんやからなｗ 実際の会話であんな毒ほとんど吐かんし実際あんなんやったらぶっちゃけ基地外ｗ
960567998489665537	気違	@hb44_ATM あんで2年かわいい☺️ そうなんだ！中国語版ぜんぜん分かんないけどたまに流れてくるカード絵が日本版と若干絵柄というか雰囲気違くて気になる… やること多いゲームは大変そうじゃな……
961211848681861120	bitch	一歩前進で二歩下がる　日が沈めば日はまた昇る　繰り返し繰り返される日々が　オレにとっちゃ辛えんだよ実は　【im a bitch】
961210985460645888	bitch	Tokyo City Bitchと遊んでみたかった。
961209076641185792	bitch	らり指名あざ 【好きな曲】 ❁手のひら ❁First Kiss and… ❁秘密男女の関係 ❁Masked bitcH ❁U 最近聴く曲５選(タグ無視) 【指名】 🌷 誰でも 🌷 🌷 🌷 🌷 #好きな曲を5曲紹介して5人指名して繋ぐ
961208170667417600	bitch	<やっぱーりーなーい海老湾is 男子♪(0:24～)(Hey Girl!! Why Not Party Like a Bitch!? )
961222443003035648	ビッチ	きっとまたゾロビッ扱いなさるマアレアちゃんの首を引っ掴んで壁に抑え付けて股の間に脚突っ込んで押し上げるクロさんはいます。｢誰がビッチだってぇ？　えぇオイ。ガキ並みの言語能力と脳みそしかねぇメスゾロアークが大したクチ叩いてんじゃねぇよブス｣とか言いながら首締め上げてくる殺しはしない
961222403308232705	ビッチ	@_an____19 頑張れ！いいと思う。みんなに愛嬌振りまいてたらビッチに見えるわ、
961222289487364096	ビッチ	グレ主のイレブンちゃんはグレイグがむっつりスケベな割に奥手でイレブンちゃんのこと大事にしたがるので、子供扱いしてほしくなくて、自分から誘ってみたり、一人でえっちな知識調べて下準備してみたりしてそうで非常にスケベで良い。グレイグと一つになりたくて処女ビッチ化しててもかわいい。
961222151603765248	ビッチ	@akasi_matsuno えーだってそうじゃない？まさか兄さん…誰とでもできる系？！ビッチ！？！？？
961222038256955392	ビッチ	童貞から失礼するゾ～（祖チン） このマンコきつスギィ！！！！！自分、入れていいっすか？ ビッチそうだからやらせてもらうぜー いきなり挿入してすみません！許してください！抜きますから！(抜くとは言ってない
961221845751021568	ビッチ	メス化してビッチ堕ちしてドラッグ中毒で借金まみれで自分失ってくのは、なんつーか、ツラい。耐えられなかった。
961221794504982529	ビッチ	そういえば昨日がおさん声がビッチって言われた
961221690997981185	ビッチ	@t8QCt5SIyPXS9mP @A_azu22 大丈夫と言ったら嘘になるかもです(笑) 今日電車乗ってて陰でコソコソ[デカパイは誰も得しねーから消えろよ]とか[ビッチ]とかめちゃめちゃ言われて、さすがにメンタルにダメージ来て最寄り駅から家まで泣きました😅
961221565894467585	ビッチ	基本どんな人でもフォローOKだよ♡でも出会い厨とかビッチ無理な人はフォロー・フォロバはしないほうがいいと思います(笑)リアルに会える人はよろしく♡セフレ募集♡ライン⇒anananz
961221528825167872	ビッチ	@Joe_131 せやな、見た目がビッチになったとしても祝ってあげよう
961221416514236416	ビッチ	栄冠ナインで新入生にアニメキャラの名前つけて遊んでたらマドカが軽い球と尻上がり持っててビッチみたいになった
